Okay, keep it straight.	Tốt, giữ cho nó đi thẳng.
To grownups , more meaningful means slowing down , spending less money , and worrying less about buying tons of expensive gifts for everyone .	Đối với người lớn thì việc có ý nghĩa hơn đồng nghĩa với hoạt động chậm lại , tốn kém ít hơn , và không phải bận tâm nhiều về việc mua nhiều quà tặng đắt tiền cho hết thảy mọi người .
We don’t discover humility by thinking less of ourselves; we discover humility by thinking less about ourselves.	Chúng ta không khám phá ra lòng khiêm nhường bằng cách nghĩ mình là thấp kém; chúng ta khám phá ra lòng khiêm nhường bằng cách nghĩ ít về mình hơn.
Talk less, laugh less	Nói ít, cười ít.
From field studies to laboratory studies, we see that winning or losing an election, gaining or losing a romantic partner, getting or not getting a promotion, passing or not passing a college test, on and on, have far less impact, less intensity and much less duration than people expect them to have.	Từ các nghiên cứu thực địa cho đến những nghiên cứu trong phòng thí nghiệm, chúng ta thấy rằng thắng hay thua một cuộc bầu cử, có được hay bị mất đi người yêu, được hoặc không được thăng chức, đỗ hay trượt một kì thi đại học, v.v., có tác động, cường độ và đặc biệt là thời gian diễn ra ít hơn rất nhiều so với chúng ta nghĩ.
But, if the merit idea was true, why would identical resumes, in an experiment done in 2012 by Yale, identical resumes sent out for a lab technician, why would Jennifers be deemed less competent, be less likely to be offered the job, and be paid less than Johns.	Nhưng nếu khái niệm thành quả đó đúng, tại sao nghiên cứu của Yale năm 2012 cho thấy trong những bộ hồ sơ giống nhau cho vị trí kỹ thuật viên phòng lab tại sao hồ sơ của Jennifers lại có vẻ thiếu tính cạnh tranh lại ít có khả năng được chọn, và được trả lương ít hơn Johns?
Statistically, those who have less education and consequently lower incomes are less likely to marry and to go to church and much more likely to be involved in crime and to have children outside of marriage.	Theo thống kê, những người ít học thức và do đó có thu nhập thấp hơn thì có lẽ ít kết hôn cũng như ít đi nhà thờ hơn và có lẽ dính líu đến tội ác và có con cái bên ngoài vòng hôn nhân nhiều hơn.
Youth often have less experience with the gospel and may feel less comfortable making comments in class.	Giới trẻ thường có ít kinh nghiệm hơn với phúc âm và có thể cảm thấy ít thoải mái hơn khi đưa ra ý kiến trong lớp học.
The less we emit, the less that sum will be of CO2, and, therefore, the less the temperature.	Chúng ta càng thải ra ít, lượng CO2 càng ít, và, vì vậy, nhiệt độ càng ít tăng lên.
You know, I'm beginning to like the younger gray less and less.	Tôi bắn đầu thích ông già tóc bạc thời trẻ chút chút rồi.
What I'm saying is, we should be less quick to decide that that change is terrible, we should be less quick to impose our likes and dislikes about words on other people, and we should be entirely reluctant to think that the English language is in trouble.	Điều tôi muốn nói là, chúng ta chớ nên nhanh quá khi quả quyết rằng thay đổi đó là quá đáng, hãy chậm áp đặt việc ta thích hay không thích những từ người khác đang dùng, ta nên dè dặt càng hơn khi nghĩ rằng Tiếng Anh đang gặp nạn.
IUDs with less copper will be less effective.”	Dụng cụ chứa ít đồng hơn thì hiệu quả sẽ kém hơn”.
Day after day he was bringing less and less trees .	Ngày qua ngày anh ta mang về số cây càng lúc càng ít đi .
As human governments near their end, we can expect them to become less and less tolerant of our neutral stand.	Khi các hệ thống chính trị của con người sắp đi đến hồi kết, chúng ta sẽ không ngạc nhiên nếu họ ngày càng khó chấp nhận lập trường trung lập của chúng ta.
Almost all babies born at 30 weeks or less will experience apnea , but apnea spells become less frequent with age .	hầu hết tất cả các trẻ sinh ở tuần thứ 30 trở xuống đều sẽ bị bệnh này , nhưng các cơn bệnh trở nên ít đi khi trẻ lớn lên .
And instead of him saying, "OK, Evelyn, please, feet slightly apart, arms at a more or less 90-degree angle, sticks in a more or less V shape, keep this amount of space here, etc.	Nhưng thầy tôi lại nói, " Được rồi, Evelyn, hãy dang hai chân ra, đưa tay lên một góc khoản 90 độ, những cái que tạo thành hình chữ V, và giữ nó như vậy.
People are less and less interested in the welfare of others, in some cases even in that of members of their own family.	Người ta ngày càng ít quan tâm đến hạnh phúc của người khác, dù đôi khi là của chính người thân mình.
And furthermore, our project was less and less in the focus of the management, because they started to think about new projects, restructuring and so on.	Và hơn nữa, dự án chúng tôi càng ngày càng ít nằm trong sự tập trung của công ty, vì họ bắt đầu nghĩ về những dự án mới, tổ chức lại và như vậy.
On the other hand was my grandmother, who also took care of me and was more spiritual, less educated and definitely less rational.	Còn một mặt là bà tôi, người cũng chăm sóc tôi bà mê tín hơn, ít học hơn và dĩ nhiên là ít lý trí hơn.
You will need that strength because it will become less and less popular to be a Latter-day Saint.	Các em sẽ cần đến sức mạnh đó vì việc làm một Thánh Hữu Ngày Sau sẽ càng ngày càng trở nên ít được ưa thích.
Yet, as each climbs higher and higher toward the narrow summit, the distance between them becomes less and less.	Nhưng khi mỗi người càng lúc càng leo lên gần đỉnh núi, khoảng cách giữa họ càng lúc càng nhỏ hơn.
And the people who love Legos less would build less Legos because the enjoyment that they derive from it is lower.	Và những người ít yêu thích Lego hơn sẽ lắp ráp ít hơn bởi vì niềm yêu thích họ nhận được ít hơn.
For example, planes require more runway for takeoff because the heated, less dense air, provides for less lift.	Ví dụ, những chiếc máy bay cần đường băng rộng hơn để cất cánh vì không khí càng nóng và nhẹ thì sẽ càng làm cho sức nâng của máy bay kém đi.
Based on our analysis, teams in these organizations spend between 40 and 80 percent of their time wasting their time, but working harder and harder, longer and longer, on less and less value-adding activities.	Theo phân tích của chúng tôi, các đội nhóm trong những tổ chức này dành từ 40-80% thời gian của họ cho những việc không đâu. Tuy làm việc ngày càng chăm chỉ hơn, lâu hơn nhưng những giá trị lao động họ tạo ra ngày càng ít.
By applying a strict process, we give them less control, less choice, but we enable more and richer social interactions.	Bằng việc thực hiện một quá trình nghiêm ngặt, chúng tôi trao ít quyền kiểm soát và ít lựa chọn hơn cho họ, nhưng chúng tôi lại tạo ra cho họ nhiều tương tác xã hội hơn.
But it doesn't mean that I am any less committed... or try any less hard for my son.	Nhưng không có nghĩa là rằng tôi ít hứa hẹn hơn... hay ít cố gắng hơn vì con trai tôi.
As the snow line retreats further and further up these peaks, there is less and less space for wildlife, and that is a challenge for one of the most majestic of all mountain creatures.	Khi tuyết bắt đầu lùi dần ở những đỉnh này, ngày càng ít dần các khoảng không cho các đời sống hoang dã, và đó là một thách thức cho một trong những điều tráng lệ nhất của hầu hết các sinh vật núi.
The less marijuana and cocaine arriving... less the dealers would gain.	Việc cần sa và cocaine bị vận chuyển hạn chế ít nhất cũng làm giảm số tiền mà bọn buôn kiếm được.
We live in a world in which the boundaries between nations mean less and less, and they will one day mean nothing.	Chúng ta sống trong một thế giới nới mà ranh giới giữa các quốc gia càng ngày càng ít nghĩa hơn và một ngày nào đó chúng sẽ chẳng còn có ý nghĩa.
Experts believe by fiddling with the web's registry of domain names, the result will be less security, and less stability.	Chuyên gia tin rằng việc va chạm tầm phào với đăng kí tên miền web sẽ dẫn đến kém bảo mật và ổn định.
The poor borrow more, save less, smoke more, exercise less, drink more and eat less healthfully.	Người nghèo mượn nhiều, tiết kiệm ít, hút thuốc nhiều, thể dục ít, uống nhiều, và ăn kém khỏe mạnh.
It will also lower your max CPC if it determines a conversion isn't likely, so you'll pay less for clicks that are less likely to convert.	ECPC cũng sẽ giảm CPC tối đa của bạn nếu ECPC xác định một chuyển đổi không có khả năng, do đó, bạn sẽ trả ít hơn cho các nhấp chuột có ít khả năng chuyển đổi hơn.
My motto was the less medicine, the less defective.	Phương châm của tôi là càng sử dụng thuốc ít hơn, khiếm khuyết gây ra sẽ càng ít hơn.
As I got older, though, I read the little pink book less and less, since it was designed mainly for children.	Tuy nhiên, càng lớn hơn tôi càng ít đọc quyển sách nhỏ màu hồng ấy vì hầu như nó chỉ dành cho con trẻ.
Apple also chose to highlight the Mac mini 's energy-efficient capabilities ; the desktop draws less than 13 watts of power when idle , or 10 times less power than a typical desktop PC .	Hãng Apple cũng đưa ra tính nổi bật của Mac mini là khả năng tiết kiệm năng lượng , nó chỉ tiêu thụ chưa tới 13 W điện năng khi ở trạng thái rỗi , ít hơn gấp 10 lần so với các máy tính để bàn cùng loại khác .
And particularly, how can it lead to the creation of buildings which consume less energy, create less pollution and are more socially responsible?	và đặc biệt, làm thế nào nó có thể dẫn đến việc tạo ra các toà nhà sử dụng ít năng lượng hơn, gây ít ô nhiễm hơn, và có trách nhiệm công đồng hơn?
For the last 25 years, oil has been playing less and less of a role in global energy systems.	Trong 25 năm vừa qua, dầu mỏ đang mất dần vị thế của mình trong các hệ thống năng lượng tòan cầu.
If the value is less than 100%, the proportion of impressions delivered is currently less than the proportion of time elapsed in the campaign.	Nếu giá trị dưới 100%, tỷ lệ số lần hiển thị đã phân phối hiện nhỏ hơn tỷ lệ thời gian đã trôi qua trong chiến dịch.
If you need to buy a car and/or borrow money to do so , consider buying one that uses less gas and costs less to insure and maintain .	Nếu bạn cần mua xe và // hoặc mượn tiền mua xe , hãy tính toán mua chiếc xe tiết kiệm xăng và ít tốn phí bảo hiểm và bảo trì .
And what happened was that -- more from less -- you can see how much more for how much less.	Và những gì xảy ra đó là -- kiếm nhiều hơn từ cái ít hơn -- bạn có thể thấy bao nhiêu là nhiều từ rất ít.
More information, we have it in spate, but we get less and less to use it, to understand it; to be wise.	Nhiều thông tin, chúng ta có có đống nhưng chúng ta nhận được ít, dùng quá ít để hiểu và để trở lên thông thái.
If innovation is less powerful, invents less great, wonderful things, then growth is going to be even lower than half of history.	Nếu như đổi mới không đạt tới đà đó, chế tạo ra ít những thứ vĩ đại, tuyệt vời thì tăng trưởng kinh tế sẽ còn ít hơn một nửa của lúc trước.
Australians have about a third less heart disease than we do -- less deaths from heart attacks, heart failure, less strokes -- they're generally a healthier bunch.	Người Úc có tỉ lệ mắc bệnh tim ít hơn chúng ta 1/3-- ít ca tử vong vì đau tim ,suy tim hơn, ít những cơn đột quỵ hơn-- nhìn chung họ là những con người khỏe mạnh hơn chúng ta.
Each extra dollar of GDP is buying less and less social progress.	Từng đồng dollar GDP thêm vào đang mua lại càng ít tiến bộ xã hội.
It's just, every day, I think I believe a little less and a little less and a little less.	Chỉ là, mỗi ngày, anh nghĩ lòng tin của anh cứ cạn dần cạn dần cạn dần
And therefore less juice into the task, fewer puzzles solved and less favorable outcomes compared to you folks.	Và vì vậy ít hơn những nỗ lực được đặt vào nhiệm vụ này, càng ít câu đố được giải hơn, kết quả đạt được sẽ càng kém thuận lợi hơn nếu so với các người chơi khác.
We've noticed, in a trend among young Americans, that they read less history and less literature and less material about foreign lands, and they're essentially ahistorical.	Chúng ta đã nhận ra rằng, một xu hướng trong số người Mỹ trẻ, rằng họ ít đọc lịch sử và văn học hơn và ít tài liệu về vùng đất ở nước ngoài, và về cơ bản là họ không hiểu về lịch sử.
19 As human governments near their end, we will not be surprised if they become less and less tolerant of our loyalty to Jehovah and his Kingdom.	19 Khi các hệ thống chính trị của thế gian gần đến hồi kết liễu, chúng ta sẽ không ngạc nhiên nếu họ ngày càng khó chấp nhận sự trung thành của chúng ta với Đức Giê-hô-va và Nước của ngài.
But researchers have found that when people better understand the possible outcomes of an illness, they have less anxiety, greater ability to plan and less trauma for their families.	Nhưng nghiên cứu đã chỉ ra khi người ta hiểu rõ hơn về bệnh tình của họ, họ sẽ ít đau khổ hơn, chuẩn bị chu đáo hơn, và gia đình họ đỡ suy sụp hơn.
Her ovaries have been producing less and less estrogen , inciting physical and emotional changes across her body .	Buồng trứng của người phụ nữ ngày càng tạo ra ít hoóc-môn động dục nữ , tạo nên các thay đổi trong tình cảm và thể chất .
The less I know, the less help I'll be.	Em biết càng ít thì cũng càng ít em có thể giúp anh.
If you want somebody to do less of something, add a punishment and they'll do less of it.	Nếu muốn ai bớt làm việc gì, hãy bổ sung khung hình phạt và họ sẽ bớt làm điều đó.
Some studies suggest that both adults and children who attach a lot of importance to money and material possessions tend to be less happy, less satisfied with life, and less healthy physically than those who are not materialistic.	Theo vài nghiên cứu, những người lớn và trẻ em quá xem trọng tiền bạc, của cải thường ít hạnh phúc và thỏa nguyện hơn, thậm chí sức khỏe cũng yếu hơn so với những người không đặt nặng vấn đề vật chất.
BBM: Well, people of Iran, this is what many of you are going to evolve to want, and we could get there a lot sooner, and you would suffer a lot less trouble from economic sanctions, and we would suffer a lot less fear of the use of military force on our end, and the world would be a better place.	Đúng, người Iran, đây là những gì nhiều người trong số các bạn sẽ tiến hóa để có, và ta có thể đạt đến sớm hơn rất nhiều, và bạn sẽ phải chịu ít rắc rối hơn từ những chế tài xử phạt, và ta sẽ phải chịu đựng ít hơn những nỗi sợ hãi về lực lượng quân đội, và thế giới sẽ trở nên tốt đẹp hơn.
Farming insects for food also has less environmental impact than livestock farms do because insects emit far less greenhouse gas and use up less space, water, and food.	Nuôi trồng côn trùng làm thực phẩm gây ít tác động lên môi trường hơn các nông trại gia súc bởi vì côn trùng thải ra ít khí nhà kính hơn sử dụng ít diện tích, nước và thức ăn hơn.
If you keep adaptive battery on, apps that you use less often will run less while you're not using them.	Nếu bạn luôn bật tính năng pin thích ứng, thì những ứng dụng mà bạn ít sử dụng hơn sẽ chạy ít hơn khi bạn không sử dụng.
And I mean it -- it will make friends with other plants that use less nitrogen, more phosphorus, less potassium.	Và tôi nói nghiêm túc đấy, nó sẽ kết bạn với những cây khác cần ít ni-tơ hơn, nhiều phốt-pho hơn, ít ka-li hơn.
Identifying other benefits for those who have a spiritual outlook on life, MJA says: “Australian studies have found greater marital stability, less alcohol and illicit drug use, lower rates of and more negative attitudes toward suicide, less anxiety and depression, and greater altruism among the religious.”	Cho thấy những lợi ích khác mà những người có quan điểm sống hướng về tâm linh nhận được, tạp chí MJA nói: “Các cuộc nghiên cứu ở Úc cho thấy rằng những người mộ đạo có hôn nhân bền vững hơn, ít nghiện rượu và lạm dụng ma túy hơn, tỉ lệ tự tử thấp và ít nghĩ đến tự tử hơn, ít lo lắng và trầm cảm hơn, có tinh thần vị tha hơn”.
They allow less media in their homes, less distraction, less activity that draws their children away from their home.	Họ cho phép ít hơn những phương tiện truyền thông vào nhà họ, ít sự xao lãng hơn, ít sinh hoạt mà mang con cái của họ ra khỏi nhà.
In less than 200 years, you know, just in a few generations, we've gone from being 200 -- being 100 percent, 95 percent farmers to less than 2 percent of farmers.	Trong ít hơn 200 năm, bạn đã biết, chỉ trong một vài thế hệ, chúng tôi đã đi từ 200 -- 100 phần trăm, 95 phần trăm người nông dân đến ít hơn 2 phần trăm nông dân.
But maybe you've only got snow shoes, in that case you sink into the Higgs snow field, you've got less speed that the skier, less that the speed of light.	Nhưng có lẽ bạn chỉ có giày đi tuyết, trong trường hợp đó bạn bị lún vào trường tuyết Higgs, bạn có tốc độ chậm hơn người trượt tuyết, chậm hơn vận tốc ánh sáng.
If they get less and less happy, that will be bad for Americans.	Nếu họ ngày càng ít cảm thấy hạnh phúc, đó sẽ là chuyện xấu đối với nước Mĩ.
Less meat, less junk, more plants.	Ít thịt, ít quà vặt, nhiều thực vật.
Too much leisure can lull us into doing less and less meaningful activity.	Quá nhiều sự giải trí có thể khiến chúng ta càng ngày càng giảm đi hoạt động có ý nghĩa.
By the end of this year, we'll be able to sequence the three million bits of information in your genome in less than a day and for less than 1,000 euros.	Đến cuối năm nay, chúng ta sẽ có thể giải trình tự của 3 triệu mã thông tin từ bộ gen của mình trong vòng một ngày với giá ít hơn 1 ngàn euro.
In my lab, we recently found that people with minor facial anomalies and disfigurements are regarded as less good, less kind, less intelligent, less competent and less hardworking.	Trong phòng thí nghiệm, chúng tôi phát hiện những khuôn mặt nhỏ dị thường và biến dạng thường bị coi là kém tốt, kém tử tế, kém thông minh, ít giỏi giang và không chăm chỉ.
People did the first sheet, then we asked if they wanted to do another for a little less money, the next sheet for a little bit less, and so on and so forth.	Và sau đó chúng tôi hỏi họ có muốn làm tờ tiếp theo với ít tiền hơn không và tờ giấy tiếp theo cũng với ít tiền hơn, và cứ tiếp tục như vậy.
But what was striking to me over the last several years was that less and less was I going out into the world, and more and more, I was sitting in front of my computer screen.	Nhưng điều làm tôi bất ngờ trong nhiều năm qua là việc tôi đi ra ngoài ngày càng ít đi, và tôi ngồi trước màn hình máy tính ngày càng nhiều hơn.
The result is that there is less coordination than there should be , as well as a smaller and less well-designed stimulus than is optimal .	Kết quả là có ít phối hợp hơn cần có , cũng như nhỏ hơn và chương trình kích thích kinh tế ít toàn diện hơn hơn là tối ưu .
The extra time and expense involved will be repaid in reduced suffering, less time lost to illness, and less money spent on medical bills.	Nếu bỏ ra thời gian và tiền bạc để chăm sóc sức khỏe, bạn sẽ giảm nguy cơ mắc bệnh, ít hao tốn thời gian và chi phí để chữa trị.
Less and less by the second.	Càng lúc càng ít hơn.
We would end up with less regulation and far less pollution at the same time, while helping working-class Americans get ahead.	Kết quả sẽ là vừa ít điều tiết chính phủ vừa ít ô nhiễm hơn, lại vừa giúp giai cấp công nhân Mỹ phát triển.
It tells people, if you can produce energy for less than 35 bucks a barrel, or less than 40 bucks a barrel, or less than 50 bucks a barrel -- let's debate it -- you will have a business.	Nếu có thể sản xuất năng lượng ít hơn 35 đô một thùng, hoặc ít hơn 40 đô, hay ít hơn 50 đô Hãy tranh luận nào- bạn sẽ có một doanh nghiệp.
One observer has written: “In a world that constantly compares people, ranking them as more or less intelligent, more or less attractive, more or less successful, it is not easy to really believe in a [divine] love that does not do the same.	Một người quan sát đã viết: “Trong một thế giới mà luôn so sánh người ta, sắp hạng họ là người thông minh nhiều hay ít, hấp dẫn nhiều hay ít, thành công nhiều hay ít hơn người khác thì không phải là điều dễ dàng để thực sự tin vào một tình yêu thương [thiêng liêng] mà không làm những điều như thế.”
So the message he was giving us was you must get more from less and less and less so that you can share it for more and more people, not only the current generation, but the future generations.	Thế nên bài học mà ông muốn nhắn gửi tới chúng ta đó là bạn phải kiếm nhiều hơn từ cái ít hơn và ít hơn nữa thì bạn mới có thể chia sẻ cho nhiều và nhiều người hơn, không chỉ cho thế hệ hôm nay, mà cho cả những thế hệ tương lai.
If you do this again and again, the propensity, the tendencies for anger to arise again will be less and less each time you dissolve it.	Nếu bạn làm điều này nhiều lần, cái khuynh hướng, xu hướng giận dữ tiếp tục khởi lên sẽ ít dần đi sau mỗi lần bạn làm nó tan biến.
like you're less than, less than perfect pretty pretty please if you ever ever feel	Này người đẹp xinh ơi, nếu em có bao giờ cảm thấy như em không là gì cả. Nhớ rằng em thật hoàn hảo với tôi.
The interesting thing is that intuitive eaters are less likely to be overweight, and they spend less time thinking about food.	Điều thú vị là người ăn kiêng theo trực giác ít có khả năng bị béo phì, và họ dành ít thời gian nghĩ tới thức ăn hơn.
The person who knows the birds in his own neighborhood will be much better prepared for a trip to some other place to find less common or less visible birds.	Có được kiến thức về các loại chim trong vùng phụ cận của mình sẽ giúp chuẩn bị tốt hơn cho một chuyến đi đến nơi khác để tìm các loại chim hiếm và khó thấy.
Misunderstanding God’s justice and mercy is one thing; denying God’s existence or supremacy is another, but either will result in our achieving less—sometimes far less—than our full, divine potential.	Hiểu lầm về công lý và lòng thương xót của Thượng Đế là một chuyện; phủ nhận sự hiện hữu hay thẩm quyền và quyền năng tối cao của Thượng Đế là một chuyện khác, nhưng cả hai đều dẫn đến việc chúng ta đạt được ít hơn—đôi khi còn ít hơn nhiều—so với tiềm năng trọn vẹn và thiêng liêng của mình.
So, when you eat less fat, you eat fewer calories without having to eat less food.	Nên khi bạn ăn ít chất béo hơn, bạn nạp ít năng lượng hơn mà không ăn ít đi.
We in public health, we hate child death, so we want less and less and less of child deaths.	Chúng tôi làm trong ngành y tế cộng đồng, chúng tôi ghét trẻ em tử vong, nên chúng tôi muốn tỷ lệ đó giảm càng nhiều càng tốt.
If you want to work less, your employer may expect you to accept less compensation.	Nếu bạn muốn làm ít giờ hơn, có thể chủ sẽ cắt giảm lương của bạn.
- has any signs of dehydration ( urinating less than usual , not having tears when crying , less alert and less active than usual )	- có bất kỳ dấu hiệu nào của triệu chứng mất nước ( đi tiểu ít hơn bình thường , khóc không có nước mắt , kém tươi tỉnh và kém hoạt bát như thường lệ )
It can result in an unbalanced life with less and less time for spiritual activities. —1 Timothy 6:9, 10; The Jerusalem Bible.	Hậu quả có thể là đời sống thiếu thăng bằng và càng ngày càng ít thì giờ cho những hoạt động thiêng liêng (I Ti-mô-thê 6:9, 10; bản dịch Nguyễn Thế Thuấn).
1 And it came to pass that thus passed away the ninety and fifth year also, and the people began to forget those asigns and wonders which they had heard, and began to be less and less astonished at a sign or a wonder from heaven, insomuch that they began to be hard in their hearts, and blind in their minds, and began to disbelieve all which they had heard and seen—	1 Và chuyện rằng, như vậy là năm thứ chín mươi lăm cũng trôi qua, và dân chúng bắt đầu quên những điềm triệu và những điều kỳ diệu mà họ đã được nghe, và họ cũng bắt đầu bớt ngạc nhiên về điềm triệu và điều kỳ diệu trên trời, đến nỗi họ bắt đầu chai đá trong lòng và mù quáng trong trí, và bắt đầu không tin tất cả những gì họ đã được nghe và thấy—
And he abandoned the rope and the use of his bare hands which makes his kills less personal and less controlling.	Và hắn bỏ sợi dây thừng và sử dụng bàn tay trần của mình mà làm cho thú giết người ít cá nhân và ít kiểm soát.
Historians report that during this period, many Gentiles “attached themselves more or less closely to Jewish communities, took part in the Jewish divine service and observed Jewish precepts sometimes more, sometimes less completely.” —The History of the Jewish People in the Age of Jesus Christ.	Các sử gia tường thuật rằng trong giai đoạn ấy, nhiều người thuộc dân ngoại “không ít thì nhiều cũng giao tiếp với cộng đồng người Do Thái, tham gia việc thờ phượng và giữ theo luật pháp của dân này, theo sát tất cả hoặc chỉ một phần luật pháp ấy”. —Lịch sử của dân Do Thái trong thời Giê-su Christ (The History of the Jewish People in the Age of Jesus Christ).
Depravity becomes more and more tolerable because less and less scandalizes us.”—Compare 1 Timothy 4:1, 2.	Sự đồi bại càng ngày càng trở nên dễ dung túng hơn vì nó càng ngày càng ít làm cho chúng ta kinh hãi”. (So sánh I Ti-mô-thê 4:1, 2).
We, the crew, can and must do more with less -- much less."	Chúng tôi, phi hành đoàn có thể và phải làm nhiều việc với ít thứ --rất ít."
He says one reason is that since the end of the Cold War , European nations have been accommodating American interests less and less because they don't need Washington as much as they did during the Soviet threat .	Ông đưa ra lý do là khi chiến tranh lạnh kết thúc , các quốc gia châu Âu không còn mang đến nhiều lợi ích cho Hoa Kỳ vì họ không còn cần đến Washington nhiều như tại thời điểm bị chính quyền Soviet đe doạ .
" If your child talks to you less and less about the things that matter , this could be a sign that you are too strict , " Taffel says .	Theo Taffel , " Nếu trẻ ngày càng nói chuyện với bạn ít dần về những điều quan trọng thì có lẽ đây là dấu hiệu cho thấy bạn quá khắt khe với con " .
They are posh, they're wealthy, they're less likely to have outdoor jobs, they're less likely to do manual labor, they have better social support, they're less likely to smoke -- so for a whole host of fascinating, interlocking social, political and cultural reasons, they are less likely to have skin wrinkles.	Họ là người bề trên, họ giàu có, có thể họ ít làm việc ở bên ngoài hơn, có thể họ ít phải lao động tay chân hơn, họ có trợ cấp xã hội tốt hơn, có thể họ ít hút thuốc hơn như vậy, vì một loạt những lý do đan xen về văn hóa, chính trị, xã hội, họ có thể có ít nếp nhăn hơn.
You will tend to do smaller work on smaller stages, your economic power will be less, your reach of audiences will be less, and your credit will be less as an artist.	Bạn sẽ có xu hướng làm công việc nhỏ hơn ở những sân khấu nhỏ hơn, Sức mạnh kinh tế của bạn sẽ nhỏ hơn, phạm vi khán giả của bạn cũng sẽ nhỏ đi, và danh tiếng của bạn cũng sẽ thấp hơn.
Vertical farming uses 10 times less water and a hundred times less land than conventional farming.	Trồng rau trên giá cần ít nước hơn 10 lần ít đất lơn 100 lần so với cách trồng bình thường.
If the US had not invested in its schools and in its skills a century ago with the high school movement, we would be a less prosperous, a less mobile and probably a lot less happy society.	Nếu Mỹ đã không đầu tư vào trường học và kĩ năng một thế kỷ trước với sự dịch chuyển trung học, ta đã trở thành một xã hội ít thịnh vượng, ít năng động và ít hạnh phúc nhiều lần rồi.
(Genesis 11:1-9) With their innate sense of the divine, humans sought to draw close to God, with whom they were less and less familiar, ‘groping’ for him blindly.	(Sáng-thế Ký 11:1-9) Với khuynh hướng thờ phượng bẩm sinh, loài người tìm cách đến gần Đức Chúa Trời, Đấng mà họ ngày càng xa lạ, “rờ tìm” như người mù.
3 Although the congregation now meets together on one less occasion a week, this does not mean that publishers should receive less shepherding.	3 Dù hiện nay hội thánh chỉ nhóm họp hai lần một tuần, điều này không có nghĩa là người công bố được chăm nom ít hơn.
So actually we are getting less from more for less and less people.	Thế là thực chất chúng ta đang kiếm được ít hơn từ cái nhiều hơn cho ít và ít người hơn.
Facts become less and less important to her as she grows older.	Bà ấy càng già đi, thì sự thật càng ngày càng trở nên ít quan trọng với bà ấy.
Bada bing bada beam, sigma t to the fourth, we can compute the radius of Sirius B, and the radius of Sirius B turns out to be less than a percent of the solar radius, more impressively, less than	Bada bing bada chùm, sigma t để các Thứ tư, chúng tôi có thể tính toán bán kính của Sirius B, và bán kính của Sirius B quay ra là ít hơn một phần trăm của bán kính mặt trời, Ấn tượng hơn, ít hơn
Outside of this room, more than a third of us smile more than 20 times per day, whereas less than 14 percent of us smile less than five.	Và ở ngoài khán phòng này hơn một phần ba dân số thế giới cười hơn 20 lần một ngày, và có dưới 14% dân số thế giới cười ít hơn 5 lần một ngày.
We've got to be doing things with more efficiency using less energy, less material.	Chúng ta đã làm được nhiều thứ hiệu quả, ít năng lượng hơn, vật liệu hơn.
Is less than 3C. So it means your value of going to see your parents is less than tree times the cost of going to the airport.	Hay nói cách khác, giá trị của việc gặp cha mẹ nhỏ hơn 3 lần chi phí đi lại đến sân bay
Less and less, every time I see you.	Càng ngày tôi càng ít thấy cô.
I think that the circumstances are different and that there was conscription in the civil war there is no draft today and I think that the volunteers for the army today have a more profound sense of patriotism that is of an individual choice than those who were forced into the military in the civil war somehow less coerced. less coerced. even though there is still inequality in American society even though as Emily points out the make- up of the American military is not reflective of the population as a whole.	Vì vậy, những gì bạn sẽ nói cho rằng đối số? Tôi nghĩ rằng có những hoàn cảnh khác nhau và đã có sự bắt buộc ở cuộc nội chiến có là không có dự thảo ngày hôm nay và tôi nghĩ rằng các tình nguyện viên cho quân đội vào ngày hôm nay có một ý nghĩa sâu sắc hơn của tinh thần yêu nước đó là một sự lựa chọn cá nhân so với những người bị buộc phải quân sự trong cuộc nội chiến bằng cách nào đó ít ép. ít ép. mặc dù đó là vẫn còn bất bình đẳng trong xã hội Mỹ mặc dù như Emily chỉ ra Các make- up của quân đội Mỹ không phải là phản chiếu của dân số như một toàn thể.
Water cannot be drawn from an empty well, and if you are not setting aside a little time for what replenishes you, you will have less and less to give to others, even to your children.	Nước không thể múc ra từ một cái giếng khô, và nếu các chị em không dành ra một thời gian ngắn cho những gì mà làm cho cuộc sống của các chị em tràn đầy, thì các chị em sẽ càng có ít hơn để ban phát cho những người khác, ngay cả con cái của các chị em.
They will become less sensitive to criticism, less inclined to take offense.	Họ sẽ ít nhạy cảm hơn với sự chỉ trích và không dễ bị tổn thương.
We try and do more and more with less and less time.	Cố làm nhiều hơn với ít thời gian hơn.
A less equitable, less secure world, and growing violence, are the realities.	Một thế giới ít công bình hơn, an ninh kém hơn và sự hung bạo gia tăng là những thực tại phũ phàng.
We spent a lot less on education, about 35 percent less on education.	Chi cho giáo dục lúc đó ít hơn nhiều, ít hơn khoảng 35 phần trăm.
And then the other areas become less and less positive.	Và sau đó là những vùng khác dần ít tích cực hơn.
Well, the less demon I was, the less the cuffs worked.	Anh càng ít phần quỷ bao nhiêu, cái còng càng ít hiệu quả bấy nhiêu.
Gradually, the government became less and less tolerant of religion.	Chính quyền ngày càng khắt khe hơn đối với tôn giáo.
But an association: The higher people's blood levels of vitamin D are, the less heart disease they have, the less cancer.	Nhưng có một mối liên hệ: nồng độ vitamin D trong máu của con người càng cao, họ càng ít bị bệnh tim mạch và ung thư.
